state,id,title,description,url,applyMethod,company,location,applies,views,expireAt,formattedJobFunctions,jobFunctions,industries,formattedIndustries,formattedExperienceLevel,listedAt,originalListedAt,skills
LISTED,4098437320,AcceleratiON Program - Strategy & Finance,"WE’RE DRIVEN TO FINANCE DREAMS.SHARE YOUR PASSION.
At BMW, our dynamic finance teams continuously drive our business forward. And we count on everyone to play their part in helping us to reach ambitious new milestones. So whether you’re passionate about supporting our diverse teams with expert financial planning and management, or creating innovative new financial products that enable more people to enjoy the thrill of driving our vehicles, you’re sure to find an exciting challenge with us. Fostering a culture where everyone feels empowered, rewarded and supported is the driving force behind our success. So join us in changing the way the world moves for good.
AcceleratiON Program – Strategy & Finance.
The AcceleratiON Program is BMW Group International graduate program offering the opportunity to jumpstart the career of talented graduates and young professionals, during the assignments, participants gain insights into business processes, strategy, culture from local and global perspective.
Responsibilities.Market Strategy and Processes.Responsible for creating, updating and digitalizing Business & Strategy Presentations for CEO/CFO.Support the implementation of a Data Driven organization in the Finance Processes.Support the Process Mapping and Process Mining in the Sales Organization.Strengthen the Innovation Culture in the Finance organization through short-term ideas and projects.
Financial Controlling.Support the department in the creation of new automatized reports as a Data Steward.Support in general finance month end closing and forecast routines.Do a process review/mapping to identify efficiency/digitalization opportunities.
Qualifications and experience.Bachelor’s Degree in Finance, Accounting, Economics or related field.From 1 to 3 years of professional experience.International Experience as exchange programs, research and development or leadership programs.Customer service skills (active listening, problem solving and ethics).Microsoft Office skills (PowerPoint, Word, and Excel).Fluent in English language.",https://www.linkedin.com/jobs/view/4098437320/,"{'companyApplyUrl': 'https://www.bmwgroup.jobs/mx/en/jobfinder/job-description-copy.148581.content.html', 'easyApplyUrl': ''}","{'id': 2387, 'name': 'BMW Group', 'universalName': 'bmw-group', 'description': 'With its four brands BMW, MINI, Rolls-Royce and BMW Motorrad, the BMW Group is the world’s leading premium manufacturer of automobiles and motorcycles and also provides premium financial and mobility services. The BMW Group production network comprises over 30 production sites worldwide; the company has a global sales network in more than 140 countries.\n\nIn 2023, the BMW Group sold over 2.55 million passenger vehicles and more than 209,000 motorcycles worldwide. The profit before tax in the financial year 2023 was € 17.1 billion on revenues amounting to € 155.5 billion. As of 31 December 2023, the BMW Group had a workforce of 154,950 employees.\n\nThe success of the BMW Group has always been based on long-term thinking and responsible action, from the supply chain through production to the end of the use phase of all products. ', 'logo': 'https://media.licdn.com/dms/image/v2/D4D0BAQG-ty2ieqUafw/company-logo_200_200/company-logo_200_200/0/1719814324897/bmw_group_logo?e=1743638400&v=beta&t=YVEOV1QprN43xPvw2EGjfE0N1BxPG0wwbUbGZM0RD1U', 'url': 'https://www.linkedin.com/company/bmw-group', 'followerCount': 3074466, 'staffCount': 57263, 'staffCountRange': {'start': 10001}, 'specialities': ['Automotive', 'Information Technology', 'Data Science', 'Software Development', 'Artificial Intelligence', 'Data Security', 'Motorcycles', 'Financial Services', 'Mobility Services', 'Digital Services', 'IoT', 'Future of Mobilty', 'Autonomous Driving', 'Connectivity', 'Sheer Driving Pleasure'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'country': 'DE', 'city': 'Munich', 'postalCode': '80788', 'line1': 'Petuelring 130'}}","Mexico City, Mexico",310,1843,1736616542000,"['Finance', 'Strategy/Planning', 'Administrative']","['FIN', 'STRA', 'ADM']",[53],['Motor Vehicle Manufacturing'],Associate,1734024543000,1734024543000,not mentioned
LISTED,4090754266,Sen. Spec. Accounting,"FUTURE IS THE BEST INVESTMENT PROJECT.
SHARE YOUR PASSION.
Always under control, always with passion: those who want to shape the future need to keep track especially when it comes to goal-oriented corporate management. Thanks to extensive training and qualified teams, our finance colleagues create decisive added value for the BMW Group anew every day because they know what really counts.
Sen. Spec. Accounting.
As a Senior Specialist Accounting, you will be responsible for overseeing general accounting operations by controlling and verifying BMW FS transactions and financial statements.
Responsibilities.Account for BMW Leasing credit losses and reconcile with the contract management system.Reconcile the accounting system with the Retail Finance contract management system.Reconcile the portfolio of the San Luis Potosi Plant.Prepare and execute the necessary adjusting entries to clear the reconciling items in the General Ledger, including sufficient supporting documentation.Manage the company's fixed assets and their monthly depreciation.Account for fixed assets for BMW Leasing, including security deposits.Post extensions, terminations, transfers to inventory, sales and subsequent invoice generation in the accounting system.Oversee and manage the validation of the net clearing process for leasing contracts.Be responsible for the various entries for Standard Leasing, write-offs and retail reserves.Lead and coordinate the thorough research and analysis of reconciling items to ensure proper resolution within established guidelines.Reconcile accruals including depreciation for both entities.Be responsible for insurance related postings, including overseeing the collection of insurance commissions.Manage assignments, coordinate and respond to internal and external audit queries and independently follow up on open issues.
 Qualifications and experience.Bachelor's degree on Accounting or related field.5+ years of experience in accounting.3+ years of experience in banking or financial services industry.Experience in automotive industry (desirable).Customer service skills (active listening, problem solving and ethics).Microsoft Office skills (PowerPoint, Word and Excel).Fluent in English language.",https://www.linkedin.com/jobs/view/4090754266/,"{'companyApplyUrl': 'https://www.bmwgroup.jobs/mx/es/jobfinder/job-description-copy.123080.content.html', 'easyApplyUrl': ''}","{'id': 2387, 'name': 'BMW Group', 'universalName': 'bmw-group', 'description': 'With its four brands BMW, MINI, Rolls-Royce and BMW Motorrad, the BMW Group is the world’s leading premium manufacturer of automobiles and motorcycles and also provides premium financial and mobility services. The BMW Group production network comprises over 30 production sites worldwide; the company has a global sales network in more than 140 countries.\n\nIn 2023, the BMW Group sold over 2.55 million passenger vehicles and more than 209,000 motorcycles worldwide. The profit before tax in the financial year 2023 was € 17.1 billion on revenues amounting to € 155.5 billion. As of 31 December 2023, the BMW Group had a workforce of 154,950 employees.\n\nThe success of the BMW Group has always been based on long-term thinking and responsible action, from the supply chain through production to the end of the use phase of all products. ', 'logo': 'https://media.licdn.com/dms/image/v2/D4D0BAQG-ty2ieqUafw/company-logo_200_200/company-logo_200_200/0/1719814324897/bmw_group_logo?e=1743638400&v=beta&t=YVEOV1QprN43xPvw2EGjfE0N1BxPG0wwbUbGZM0RD1U', 'url': 'https://www.linkedin.com/company/bmw-group', 'followerCount': 3074466, 'staffCount': 57263, 'staffCountRange': {'start': 10001}, 'specialities': ['Automotive', 'Information Technology', 'Data Science', 'Software Development', 'Artificial Intelligence', 'Data Security', 'Motorcycles', 'Financial Services', 'Mobility Services', 'Digital Services', 'IoT', 'Future of Mobilty', 'Autonomous Driving', 'Connectivity', 'Sheer Driving Pleasure'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'country': 'DE', 'city': 'Munich', 'postalCode': '80788', 'line1': 'Petuelring 130'}}","Mexico City, Mexico",79,551,1735944686000,"['Administrative', 'Analyst', 'Business Development']","['ADM', 'ANLS', 'BD']",[53],['Motor Vehicle Manufacturing'],Associate,1733352687000,1733352687000,not mentioned
LISTED,4100045199,AcceleratiON Program - Digital Marketing,"IT’S ENTHUSIASM THAT MOVES PEOPLE.SHARE YOUR PASSION.
At BMW, our marketing teams are constantly developing moving communications to reflect the special nature of our products and brand. And everyone has a role to play in shaping the next chapters in our pioneering story. So whether you're passionate about analysing insights and data, developing new marketing strategies or creating innovative campaigns that capture our unique brand spirit, you’re sure to find an exciting challenge with us. Fostering a culture where everyone feels empowered, rewarded and supported is the driving force behind our success.
AcceleratiON Program – Digital Marketing.
The AcceleratiON Program is BMW Group International graduate program offering the opportunity to jumpstart the career of talented graduates and young professionals, during the assignments, participants gain insights into business processes, strategy, culture from local and global perspective.
Responsibilities.Procure accurate full range information on dealer and importer websites, administration, update and cleanup.Search engine optimization and marketing.Develop digital projects and add on roll outs.Development of “Digital First” materials for campaigns.Dealer and importer social media monitoring / listening (strategy and guideline compliance).Model launch orchestration on the web.Website data analysis and reporting.
Qualifications and experience.Bachelor’s Degree in Marketing, Business, Administration or related field.From 1 to 3 years of professional experience.International Experience as exchange programs, research and development or leadership programs.Customer service skills (active listening, problem solving and ethics).Microsoft Office skills (PowerPoint, Word, and Excel).Fluent in English language.",https://www.linkedin.com/jobs/view/4100045199/,"{'companyApplyUrl': 'https://www.bmwgroup.jobs/mx/es/jobfinder/job-description-copy.148889.content.html', 'easyApplyUrl': ''}","{'id': 2387, 'name': 'BMW Group', 'universalName': 'bmw-group', 'description': 'With its four brands BMW, MINI, Rolls-Royce and BMW Motorrad, the BMW Group is the world’s leading premium manufacturer of automobiles and motorcycles and also provides premium financial and mobility services. The BMW Group production network comprises over 30 production sites worldwide; the company has a global sales network in more than 140 countries.\n\nIn 2023, the BMW Group sold over 2.55 million passenger vehicles and more than 209,000 motorcycles worldwide. The profit before tax in the financial year 2023 was € 17.1 billion on revenues amounting to € 155.5 billion. As of 31 December 2023, the BMW Group had a workforce of 154,950 employees.\n\nThe success of the BMW Group has always been based on long-term thinking and responsible action, from the supply chain through production to the end of the use phase of all products. ', 'logo': 'https://media.licdn.com/dms/image/v2/D4D0BAQG-ty2ieqUafw/company-logo_200_200/company-logo_200_200/0/1719814324897/bmw_group_logo?e=1743638400&v=beta&t=YVEOV1QprN43xPvw2EGjfE0N1BxPG0wwbUbGZM0RD1U', 'url': 'https://www.linkedin.com/company/bmw-group', 'followerCount': 3074465, 'staffCount': 57263, 'staffCountRange': {'start': 10001}, 'specialities': ['Automotive', 'Information Technology', 'Data Science', 'Software Development', 'Artificial Intelligence', 'Data Security', 'Motorcycles', 'Financial Services', 'Mobility Services', 'Digital Services', 'IoT', 'Future of Mobilty', 'Autonomous Driving', 'Connectivity', 'Sheer Driving Pleasure'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'country': 'DE', 'city': 'Munich', 'postalCode': '80788', 'line1': 'Petuelring 130'}}","Mexico City, Mexico",429,1553,1736712233000,"['Administrative', 'Marketing', 'Public Relations']","['ADM', 'MRKT', 'PR']",[53],['Motor Vehicle Manufacturing'],Associate,1734120233000,1734120233000,not mentioned
LISTED,4071096356,Promotor de Ventas BMW,"¡Importante comercializadora automotriz busca tu talento!

¿Te interesa realizar una carrera en el giro automotriz? ¡Esta es tu oportunidad!

SOLICITAMOS PROMOTOR DE VENTAS AUTOMOTRIZ

Requisitos

Preparatoria, Licenciatura trunca o concluida

Experiencia y gusto por las Ventas

Experiencia deseable en ventas

Licencia de manejo vigente

¿Qué sí necesitamos?

Facilidad de palabra

Interés de aprendizaje

Sociabilidad

Trabajo en equipo

Gusto por las ventas

Funciones

Vender vehículos nuevos y productos de valor agregado, generando oportunidades de negocio mensurables y rentables a través de lograr la satisfacción del cliente.

Planear sus actividades mensualmente para alcanzar sus objetivos establecidos.

Prospectar clientes

Realizar entrevistas consultivas para determinar las necesidades y motivos de compra de los clientes.

Realizar demostraciones de los vehículos al cliente tanto estáticas como pruebas de manejo.

Desarrollar y presentar escenarios financieros convenientes al cliente sobre el vehículo de interés.

Generar cierre de venta

Ofrecemos

Sueldo base y atractivo esquema de comisiones NO TOPADAS!!!

Prestaciones de ley desde el primer día

Reparto de Utilidades

Capacitación Constante de la marca

Es una gran oportunidad ¡Inicia tu carrera en la Industria Automotriz con nosotros!¡Somos Grupo Fame!",https://www.linkedin.com/jobs/view/4071096356/,"{'companyApplyUrl': 'https://grupofame.pandape.computrabajo.com/Detail/8004539?ov=19&utm_source=linkedinjobboard&utm_medium=referral&utm_campaign=feed&utm_term=organic&utm_content=ats', 'easyApplyUrl': ''}","{'id': 105231596, 'name': 'Capital Humano Grupo Fame', 'universalName': 'capital-humano-grupo-fame', 'logo': 'https://media.licdn.com/dms/image/v2/D4E0BAQFO5XBgDOYXTA/company-logo_200_200/company-logo_200_200/0/1727979443446?e=1743638400&v=beta&t=_H8XhXmgyOVSF3kj-wKKT3ZAWjah6SVRHbYQCNEMgGE', 'url': 'https://www.linkedin.com/company/capital-humano-grupo-fame', 'followerCount': 215, 'staffCountRange': {'start': 1001, 'end': 5000}, 'industries': ['Human Resources Services'], 'headquarter': {}}","Morelia, Michoacán, Mexico",10,85,1735933289000,"['Marketing', 'Sales']","['MRKT', 'SALE']",[137],['Human Resources Services'],Mid-Senior level,1730965993000,1730965993000,not mentioned
