state,id,title,description,url,applyMethod,company,location,applies,views,expireAt,formattedJobFunctions,jobFunctions,industries,formattedIndustries,formattedExperienceLevel,listedAt,originalListedAt,skills
LISTED,4109023952,Auditor Piso Regional,"¡Somos un GPTW(R) y una ESR(R)!Volkswagen Financial Services en México es una subsidiaria propiedad de Volkswagen Financial Services AG que incluye a las entidades Volkswagen Leasing, S.A. de C.V., Volkswagen Bank, Institución de Banca Múltiple S.A. y Volkswagen Servicios, S.A. de C.V.
We are a GPTW(R) and ESR(R)!Volkswagen Financial Services in Mexico is a wholly owned subsidiary of Volkswagen Financial Services AG which includes the entities Volkswagen Leasing, SA de CV, Volkswagen Bank, Institución de Banca Múltiple SA and Volkswagen Servicios, SA de CV.
Objetivo: Asegurar la ejecución de auditorías de inventarios a los concesionarios, con el fín de proteger las garantías prendarias de los financiamientos otorgados a los concesionarios de la Región US & Canadá.
Garantizar que las auditorías practicadas a los concesionarios se realicen en apego a las políticas y los procedimientos de Volkswagen Credit Inc (VCI), así como resguardar los documentos y archivos que respalden esta actividad. Es también responsable de comunicarse y colaborar de manera efectiva con el personal del concesionario y los diversos encargados del cumplimiento de los objetivos de la región.
Identificar signos de deterioro de pago, o comportamientos de pago irregulares de parte de los concesionarios, así como comunicar estos hallazgos a los diversos organismos en la región, con el objetivo de establecer las acciones correctivas que sean necesarias
Responsabilidades:
Coordinar, programar y ejecutar las auditorias en apego a las políticas establecidas por Volkswagen Credit Inc. (VCI) en todas las concesionarias de la región (Región US) en apego a las políticas internas
Coordinar con proveedores de auditoría externa para asegurar el cumplimiento de las políticas de rotación de auditores y auditorías anuales simultáneas, siguiendo principios de aleatoriedad y puntualidad
Asegurar que los activos financiados (Vehículos) por VCI a las concesionarias, se encuentren físicamente en las instalaciones autorizadas para su resguardo
Supervisar la situación financiera de las concesionarias con el objetivo de identificar riesgos en su capacidad para cumplir con sus obligaciones de pago por el crédito otorgado para la compra de vehículos
Preparar y resguardar la documentación generada por la ejecución de las auditorías y brindar retroalimentación, reportes de resultados, planes de acción y cierres
Generar informes de las cuentas deterioradas y compromisos de pago de las unidades no encontradas conforme a políticas y lineamientos internos
Requisitos:Licenciatura en Administración, Contabilidad, Economía, Finanzas o afínDisponibilidad para viajar a US (necesario contar con pasaporte y VISAInglés C2 (Necesario)De 3 a 5 años en áreas administrativas, manejo de personal, conocimientos bancarios y financieros que incluyen capitalización, apalancamiento, flujo de efectivo, liquidez, solvencia.
Each and every one of the data you provide to this company within our recruitment and selection process will be protected, treated and used in accordance with the principles set forth in the Federal Law of Personal Data Protection Law in force.
The processes of recruitment, evaluation, interview, selection and hiring of personnel are totally FREE in this company; no one should request any payment to participate in our Recruitment and Selection processes.
Volkswagen Financial Services is an equal employment opportunity and affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, status as a qualified individual with a disability, or any other characteristic protected by law.",https://www.linkedin.com/jobs/view/4109023952/,"{'companyApplyUrl': '', 'easyApplyUrl': 'https://www.linkedin.com/job-apply/4109023952'}","{'id': 490081, 'name': 'Volkswagen Financial Services - México', 'universalName': 'vwfs-mx', 'description': '¡Volkswagen Financial Services en México es una subsidiaria propiedad de Volkswagen Financial Services AG. Provee productos de financiamiento, arrendamiento, seguros y otras soluciones de movilidad para concesionarios y clientes finales de las marcas Volkswagen, SEAT, Cupra, Audi, Ducati, Porsche y Volkswagen Vehículos Comerciales.\nTenemos medio siglo en México ofreciendo soluciones de movilidad a más de 2.8 millones de clientes en los últimos 50 años. Donde, dos de cada tres autos vendidos de las marcas del Grupo VW utilizan los servicios de VWFS.\n\nPara nosotros crear un espacio de trabajo con un enfoque en el talento humano y que favorezca las condiciones de sus colaboradores en todos los ámbitos de su vida, es un elemento fundamental en la cultura de Volkswagen Financial Services (VWFS), y esto es lo que le permitió ser nuevamente reconocida por la organización Great Place to Work (GPTW) en la categoría de 50 a 500 Multinacionales ubicándose dentro de las primeras 50 posiciones. Siendo reconocidos en el Hall of Fame de Great Place to Work® (GPTW), por 9 años consecutivos con este distintivo.\n\nSomos parte de las organizaciones reconocidas por el Distintivo Empresa Socialmente Responsable (ESR) por sexto año consecutivo en el caso de Volkswagen Bank y por el séptimo para Volkswagen Leasing. Esto gracias a un esfuerzo continuo por mejorar la calidad de vida de los colaboradores, promover la ética empresarial, vincularse con la comunidad, preservar el medio ambiente y trabajar en un entorno de equidad e inclusión. Para VWFS la sostenibilidad no es una tendencia de corto plazo, sino un elemento central de los valores corporativos del grupo.\n\nHoy la empresa se está convirtiendo en un aliado estratégico clave para el futuro de Grupo, al transformarse en un proveedor de soluciones de movilidad innovadoras para un mercado en constante evolución. ¡Juntos somos la llave de la movilidad en México!', 'logo': 'https://media.licdn.com/dms/image/v2/C560BAQFo9lb6-d6hyg/company-logo_200_200/company-logo_200_200/0/1630642614498/vwfs_mx_logo?e=1743638400&v=beta&t=R5U_68jt7hhjXeXMa00CdfE98RfkCXb2MSD7WV2kpNA', 'url': 'https://www.linkedin.com/company/vwfs-mx', 'followerCount': 17766, 'staffCount': 318, 'staffCountRange': {'start': 201, 'end': 500}, 'specialities': ['Vehicle Financing and Leasing', 'Mobility Services', 'Direct Banking', 'banking', 'leasing', 'insurance', 'finance', 'mobility'], 'industries': ['Financial Services'], 'headquarter': {'geographicArea': 'Puebla', 'country': 'MX', 'city': 'Puebla', 'postalCode': '72700', 'line2': 'San Lorenzo Almecatla, Cuautlancingo', 'line1': 'Autopista México-Puebla Km 116 más 900'}}","Puebla, Mexico",76,510,1737575481000,"['Accounting/Auditing', 'Administrative', 'Finance']","['ACCT', 'ADM', 'FIN']",[11],['Business Consulting and Services'],Mid-Senior level,1734983481000,1734983481000,not mentioned
LISTED,4004479886,Operador de máquina,"None

Objetivo del puesto:

Es responsable de operar los equipos productivos para la fabricación de partes, que cumplan con los objetivos definidos en: Calidad, Costo, Productividad, Tiempo y Entrega, en condiciones seguras bajo un enfoque de reducción del desperdicio en toda la cadena productiva. (En conjunto con las áreas de soporte, su equipo de trabajo y coordinador, realiza acciones preventivas y correctivas para mejorar el desempeño de los indicadores y de los productos fabricados.)

Algunas Actividades:

Realiza operación de acuerdo a instrucción de trabajo de la máquina y/o producto, asegurando el cumplimiento del tiempo ciclo y las especificaciones del mismo y sin hacer mal uso de los equipos.Es responsable, en conjunto con su equipo de trabajo, de reportar cualquier variación, defecto o anomalía del producto y/o proceso, a su ajustador, responsable de turno y/o coach.El operador debe, de ser necesario, liberar el producto según el plan de control.Participa con su equipo en la mejor continua, detectando áreas de oportunidad para convertirse en propuestas de mejora.Documenta los resultados de la punta EAD que le corresponde, anotando los avances en su tablero de equipo.Responsable de hacer cambios de modelo en su(s) máquina(s) según lo indique LISP, así como en las acciones encaminadas para mejorarlo (SMED).Es responsable de identificar fallas en su máquina y reestablecer fallas de ser necesario y/o comunicarle al ajustador para evitar paros prolongados.Es responsable del surtimiento de material para su máquina u operación, moviendo las cajas de material en los carros y subir cajas a estos carros con ayuda de patín hidráulico/eléctrico.Es responsable de la revisión del mantenimiento cotidiano de su máquina, reportando en MAXIMO cualquier anomalía, desgaste o daño para su intervención así como notificar a su ajustador.


None

Perfil requerido / Competencias profesionales 

Estudios: Mínimo SecundariaExperiencia: IndustriaIdiomas/nivel requerido: No requeridoProgramas de cómputo:Office


Se requiere contar con disponibilidad para rolar turnos

Se aplicará evaluación de conocimientos generales de manera presencial.

None

Lo más importante para nosotros es su seguridad, por eso trabajará en un lugar seguro.

Prestaciones superiores a las legales.Desarrollo y crecimiento profesional.TransporteSeguro de vida


None

None

Sólo se revisarán solicitudes electrónicas a través del portal de la empresa que cubran con los requisitos mencionados.

Reclutamiento Selección y Capacitacion

Thyssenkrupp Presta de México

Thyssenkrupp Presta de México, Calle Circuito Esteban de Antuñano No.1, Manzana 4

Parque Industrial Cd. Textil Puebla, Huejotzingo, Puebla, 74160, México, www.thyssenkrupp.com

Engineering. Tomorrow. Together.",https://www.linkedin.com/jobs/view/4004479886/,"{'companyApplyUrl': 'https://jobs.thyssenkrupp.com/sp/job/Operador-de-máquina?id=909127&source=linkedin&sType=LinkedIn', 'easyApplyUrl': ''}","{'name': 'Volkswagen MX', 'staffCountRange': {}, 'headquarter': {}}","Huejotzingo, Puebla, Mexico",51,196,1736128521000,['Engineering'],['ENG'],[59],['Utilities'],Mid-Senior level,1724171262000,1724171262000,not mentioned
LISTED,4098339957,Regional Auditor,"Somos un GPTW(R) y una ESR(R)!Volkswagen Financial Services en México es una subsidiaria propiedad de Volkswagen Financial Services AG que incluye a las entidades Volkswagen Leasing, S.A. de C.V., Volkswagen Bank, Institución de Banca Múltiple S.A. y Volkswagen Servicios, S.A. de C.V.
We are a GPTW(R) and ESR(R)!Volkswagen Financial Services in Mexico is a wholly owned subsidiary of Volkswagen Financial Services AG which includes the entities Volkswagen Leasing, SA de CV, Volkswagen Bank, Institución de Banca Múltiple SA and Volkswagen Servicios, SA de CV.
Objetivo del puesto:
Asistir a todos los miembros de la dirección en la conducción de los asuntos de la Corporación, aportando análisis, valoraciones, recomendaciones y comentarios pertinentes sobre los procesos de negocio revisados, con el fin de mejorar los procesos definidos por la empresa, añadiendo valor a la organización.
Responsabilidades:Examinar y evaluar la solidez, la idoneidad y la aplicación de los controles internos y promoverlos a un costo razonable; Verificar el cumplimiento de las políticas, procedimientos y requisitos legales establecidos; Implementar y mejorar el sistema de control interno en cooperación con la gerencia Salvaguardar los activos corporativos de pérdidas de todo tipo;  Realizar auditorías financieras y operativas en todas las áreas de negocio en conjunto con la gestión de Auditoría Interna Analizar la efectividad de los controles internos, la gestión de riesgos y las obligaciones regulatorias con el fin de mejorar los procesos definidos por la empresa, agregando valor a la organización.Analizar la eficacia de los controles internos, la gestión de riesgos y las obligaciones regulatoriasEl rol reportará administrativamente al Jefe de Auditoría Interna, VWFS México, y funcionalmente (línea punteada) al Director de Auditoría Interna VCI/VCCI a través de un Acuerdo de Nivel de Servicio (SLA).
Requisitos del puesto:
Licenciatura en Contabilidad, Administración, Finanzas, Economía o afínInglés AvanzadoExperiencia en ejecución de auditoría interna o externaDeseable : auditoria interna (o auditoría externa) en servicios financieros, o similar/ Experiencia trabajando en una empresa internacional y/o trabajando en el extranjero.Conocimiento y experiencia en aplicaciones financieras de computadoras personales.

Each and every one of the data you provide to this company within our recruitment and selection process will be protected, treated and used in accordance with the principles set forth in the Federal Law of Personal Data Protection Law in force.
The processes of recruitment, evaluation, interview, selection and hiring of personnel are totally FREE in this company; no one should request any payment to participate in our Recruitment and Selection processes.
Volkswagen Financial Services is an equal employment opportunity and affirmative action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, status as a qualified individual with a disability, or any other characteristic protected by law.Ocultar descripción completa",https://www.linkedin.com/jobs/view/4098339957/,"{'companyApplyUrl': '', 'easyApplyUrl': 'https://www.linkedin.com/job-apply/4098339957'}","{'id': 490081, 'name': 'Volkswagen Financial Services - México', 'universalName': 'vwfs-mx', 'description': '¡Volkswagen Financial Services en México es una subsidiaria propiedad de Volkswagen Financial Services AG. Provee productos de financiamiento, arrendamiento, seguros y otras soluciones de movilidad para concesionarios y clientes finales de las marcas Volkswagen, SEAT, Cupra, Audi, Ducati, Porsche y Volkswagen Vehículos Comerciales.\nTenemos medio siglo en México ofreciendo soluciones de movilidad a más de 2.8 millones de clientes en los últimos 50 años. Donde, dos de cada tres autos vendidos de las marcas del Grupo VW utilizan los servicios de VWFS.\n\nPara nosotros crear un espacio de trabajo con un enfoque en el talento humano y que favorezca las condiciones de sus colaboradores en todos los ámbitos de su vida, es un elemento fundamental en la cultura de Volkswagen Financial Services (VWFS), y esto es lo que le permitió ser nuevamente reconocida por la organización Great Place to Work (GPTW) en la categoría de 50 a 500 Multinacionales ubicándose dentro de las primeras 50 posiciones. Siendo reconocidos en el Hall of Fame de Great Place to Work® (GPTW), por 9 años consecutivos con este distintivo.\n\nSomos parte de las organizaciones reconocidas por el Distintivo Empresa Socialmente Responsable (ESR) por sexto año consecutivo en el caso de Volkswagen Bank y por el séptimo para Volkswagen Leasing. Esto gracias a un esfuerzo continuo por mejorar la calidad de vida de los colaboradores, promover la ética empresarial, vincularse con la comunidad, preservar el medio ambiente y trabajar en un entorno de equidad e inclusión. Para VWFS la sostenibilidad no es una tendencia de corto plazo, sino un elemento central de los valores corporativos del grupo.\n\nHoy la empresa se está convirtiendo en un aliado estratégico clave para el futuro de Grupo, al transformarse en un proveedor de soluciones de movilidad innovadoras para un mercado en constante evolución. ¡Juntos somos la llave de la movilidad en México!', 'logo': 'https://media.licdn.com/dms/image/v2/C560BAQFo9lb6-d6hyg/company-logo_200_200/company-logo_200_200/0/1630642614498/vwfs_mx_logo?e=1743638400&v=beta&t=R5U_68jt7hhjXeXMa00CdfE98RfkCXb2MSD7WV2kpNA', 'url': 'https://www.linkedin.com/company/vwfs-mx', 'followerCount': 17766, 'staffCount': 318, 'staffCountRange': {'start': 201, 'end': 500}, 'specialities': ['Vehicle Financing and Leasing', 'Mobility Services', 'Direct Banking', 'banking', 'leasing', 'insurance', 'finance', 'mobility'], 'industries': ['Financial Services'], 'headquarter': {'geographicArea': 'Puebla', 'country': 'MX', 'city': 'Puebla', 'postalCode': '72700', 'line2': 'San Lorenzo Almecatla, Cuautlancingo', 'line1': 'Autopista México-Puebla Km 116 más 900'}}","Puebla, Mexico",196,933,1736714788000,"['Accounting/Auditing', 'Business Development']","['ACCT', 'BD']",[43],['Financial Services'],Mid-Senior level,1734122789000,1734122789000,not mentioned
LISTED,4089011695,Operador de Maquinas de Costura Industrial,"Esta vacante viene de la bolsa de empleo Talenteca.com

Vacante para la empresa Baxter México S.A. de C.V en Huinala -Apodaca, Nuevo León

Baxter de Mexico

Personal con experiencia en Costura Industrial.

Maquina Recta.

Sobrehiladora.

Remachadora.

Identificación y separar el material no conforme detectado durante el proceso de costura.

Corte de tela

Capacitacion

Prestaciones superiores

( Transporte, Comedor, Categorias, Contratacion Inmediata, Fondo de Ahorro )

Disponibilidad Inmediata.

Wattsap a*.

Turno fijo de dia.

Turno fijo de noche.

Nivel De Educación Deseada

Media Superior

Nivel De Experiencia Deseada

Nivel Medio

Función Departamental

Manufactura / Operaciones

Industria

Hospital y Cuidados de la Salud

Habilidades

OrganizadaResponsableFacilidad de aprender

Esta Vacante Viene De La Bolsa De Empleo Talenteca.com

https://www.talenteca.com/anuncio?j_id=674f89172500005100b37287&source=linkedin",https://www.linkedin.com/jobs/view/4089011695/,"{'companyApplyUrl': 'https://www.talenteca.com/postular?j_id=674f89172500005100b37287&source=linkedin-feed&utm_source=linkedin_mx&utm_medium=referral&utm_campaign=linkedin_mx-not-promoted', 'easyApplyUrl': ''}","{'id': 335828, 'name': 'Volkswagen MX', 'universalName': 'volkswagenmx', 'description': '¡Bienvenidos al nuevo Volkswagen! 💙🇲🇽\nTomamos una nueva actitud frente a la transformación del mundo y así marcamos el inicio de una nueva era.\nAquí te contaremos sobre los pilares que nos inspiran día a día y compartiremos nuestros logros contigo.\nVisita: https://bit.ly/li_VWMexico\n\nwww.twitter.com/Volkswagen_MX\nhttp://www.facebook.com/VolkswagenMX', 'logo': 'https://media.licdn.com/dms/image/v2/D560BAQFDiCat0cVIRQ/company-logo_200_200/company-logo_200_200/0/1726616618016/volkswagenmx_logo?e=1743638400&v=beta&t=qdSD61leGkSH3ymC3V9CgPmg6Q6mMPLMxDkF2znN0Io', 'url': 'https://www.linkedin.com/company/volkswagenmx', 'followerCount': 506299, 'staffCount': 6939, 'staffCountRange': {'start': 10001}, 'specialities': ['automotriz'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'geographicArea': 'Puebla', 'country': 'MX', 'city': 'Cuautlancingo', 'postalCode': '72700', 'line2': 'San Lorenzo Almecatla', 'line1': 'Autop. México-Puebla Km.116'}}","San Miguel, Nuevo León, Mexico",1,37,1735868715000,"['Manufacturing', 'Production', 'Engineering']","['MNFC', 'PROD', 'ENG']",[14],['Hospitals and Health Care'],Associate,1733244277000,1733244277000,not mentioned
LISTED,4080209372,Operator,"TSE De Mexico, S.A. De C.V.

Come join a team where People make the difference! As a part of Marmon Holdings, Inc., a highly decentralized organization, we rely heavily on people with the aptitude, attitude, and entrepreneurial spirit to drive our success, and we're committed to attracting and retaining top talent.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Following receipt of a conditional offer of employment, candidates will be required to complete additional job-related screening processes as permitted or required by applicable law.",https://www.linkedin.com/jobs/view/4080209372/,"{'companyApplyUrl': 'https://marmon.wd5.myworkdayjobs.com/Marmon_Careers/job/MEX_San-Luis-Rio-Colorado_Sonora_300-Miguel-De-La-Madrid/Operator_JR0000018925', 'easyApplyUrl': ''}","{'id': 335828, 'name': 'Volkswagen MX', 'universalName': 'volkswagenmx', 'description': '¡Bienvenidos al nuevo Volkswagen! 💙🇲🇽\nTomamos una nueva actitud frente a la transformación del mundo y así marcamos el inicio de una nueva era.\nAquí te contaremos sobre los pilares que nos inspiran día a día y compartiremos nuestros logros contigo.\nVisita: https://bit.ly/li_VWMexico\n\nwww.twitter.com/Volkswagen_MX\nhttp://www.facebook.com/VolkswagenMX', 'logo': 'https://media.licdn.com/dms/image/v2/D560BAQFDiCat0cVIRQ/company-logo_200_200/company-logo_200_200/0/1726616618016/volkswagenmx_logo?e=1743638400&v=beta&t=qdSD61leGkSH3ymC3V9CgPmg6Q6mMPLMxDkF2znN0Io', 'url': 'https://www.linkedin.com/company/volkswagenmx', 'followerCount': 506299, 'staffCount': 6939, 'staffCountRange': {'start': 10001}, 'specialities': ['automotriz'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'geographicArea': 'Puebla', 'country': 'MX', 'city': 'Cuautlancingo', 'postalCode': '72700', 'line2': 'San Lorenzo Almecatla', 'line1': 'Autop. México-Puebla Km.116'}}",Torreon Metropolitan Area,17,140,1736971312000,"['Management', 'Manufacturing']","['MGMT', 'MNFC']",[1128],['Wholesale Motor Vehicles and Parts'],Entry level,1732024927000,1732024927000,not mentioned
LISTED,4080211068,Operador,"TSE De Mexico, S.A. De C.V.

Come join a team where People make the difference! As a part of Marmon Holdings, Inc., a highly decentralized organization, we rely heavily on people with the aptitude, attitude, and entrepreneurial spirit to drive our success, and we're committed to attracting and retaining top talent.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Following receipt of a conditional offer of employment, candidates will be required to complete additional job-related screening processes as permitted or required by applicable law.",https://www.linkedin.com/jobs/view/4080211068/,"{'companyApplyUrl': 'https://marmon.wd5.myworkdayjobs.com/Marmon_Careers/job/MEX_San-Luis-Rio-Colorado_Sonora_300-Miguel-De-La-Madrid/Operador_JR0000026243', 'easyApplyUrl': ''}","{'id': 335828, 'name': 'Volkswagen MX', 'universalName': 'volkswagenmx', 'description': '¡Bienvenidos al nuevo Volkswagen! 💙🇲🇽\nTomamos una nueva actitud frente a la transformación del mundo y así marcamos el inicio de una nueva era.\nAquí te contaremos sobre los pilares que nos inspiran día a día y compartiremos nuestros logros contigo.\nVisita: https://bit.ly/li_VWMexico\n\nwww.twitter.com/Volkswagen_MX\nhttp://www.facebook.com/VolkswagenMX', 'logo': 'https://media.licdn.com/dms/image/v2/D560BAQFDiCat0cVIRQ/company-logo_200_200/company-logo_200_200/0/1726616618016/volkswagenmx_logo?e=1743638400&v=beta&t=qdSD61leGkSH3ymC3V9CgPmg6Q6mMPLMxDkF2znN0Io', 'url': 'https://www.linkedin.com/company/volkswagenmx', 'followerCount': 506299, 'staffCount': 6939, 'staffCountRange': {'start': 10001}, 'specialities': ['automotriz'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'geographicArea': 'Puebla', 'country': 'MX', 'city': 'Cuautlancingo', 'postalCode': '72700', 'line2': 'San Lorenzo Almecatla', 'line1': 'Autop. México-Puebla Km.116'}}",Torreon Metropolitan Area,7,54,1736949716000,"['Management', 'Manufacturing']","['MGMT', 'MNFC']",[1128],['Wholesale Motor Vehicles and Parts'],Entry level,1732024901000,1732024901000,not mentioned
LISTED,4080209376,Operador,"TSE De Mexico, S.A. De C.V.

Come join a team where People make the difference! As a part of Marmon Holdings, Inc., a highly decentralized organization, we rely heavily on people with the aptitude, attitude, and entrepreneurial spirit to drive our success, and we're committed to attracting and retaining top talent.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Following receipt of a conditional offer of employment, candidates will be required to complete additional job-related screening processes as permitted or required by applicable law.",https://www.linkedin.com/jobs/view/4080209376/,"{'companyApplyUrl': 'https://marmon.wd5.myworkdayjobs.com/Marmon_Careers/job/MEX_San-Luis-Rio-Colorado_Sonora_300-Miguel-De-La-Madrid/Operador_JR0000026240', 'easyApplyUrl': ''}","{'id': 335828, 'name': 'Volkswagen MX', 'universalName': 'volkswagenmx', 'description': '¡Bienvenidos al nuevo Volkswagen! 💙🇲🇽\nTomamos una nueva actitud frente a la transformación del mundo y así marcamos el inicio de una nueva era.\nAquí te contaremos sobre los pilares que nos inspiran día a día y compartiremos nuestros logros contigo.\nVisita: https://bit.ly/li_VWMexico\n\nwww.twitter.com/Volkswagen_MX\nhttp://www.facebook.com/VolkswagenMX', 'logo': 'https://media.licdn.com/dms/image/v2/D560BAQFDiCat0cVIRQ/company-logo_200_200/company-logo_200_200/0/1726616618016/volkswagenmx_logo?e=1743638400&v=beta&t=qdSD61leGkSH3ymC3V9CgPmg6Q6mMPLMxDkF2znN0Io', 'url': 'https://www.linkedin.com/company/volkswagenmx', 'followerCount': 506299, 'staffCount': 6939, 'staffCountRange': {'start': 10001}, 'specialities': ['automotriz'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'geographicArea': 'Puebla', 'country': 'MX', 'city': 'Cuautlancingo', 'postalCode': '72700', 'line2': 'San Lorenzo Almecatla', 'line1': 'Autop. México-Puebla Km.116'}}",Torreon Metropolitan Area,not mentioned,31,1736971316000,"['Management', 'Manufacturing']","['MGMT', 'MNFC']",[1128],['Wholesale Motor Vehicles and Parts'],Entry level,1732024936000,1732024936000,not mentioned
LISTED,4080209353,Operador,"TSE De Mexico, S.A. De C.V.

Come join a team where People make the difference! As a part of Marmon Holdings, Inc., a highly decentralized organization, we rely heavily on people with the aptitude, attitude, and entrepreneurial spirit to drive our success, and we're committed to attracting and retaining top talent.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Assembles minor products or components with a small number of details within routine and highly repetitive assembly operations. Typically works at a workbench or on a conveyer line. Common tasks include checking, sorting, packaging, labeling, pasting, sniping, tying, or trimming either manually or by machine. Performs basic equipment adjustments, routine maintenance, and cleaning. May perform miscellaneous jobs such as moving assemblies/machines or cleaning floors. Typically has 0-2 years of experience and works under close supervision. Typical job titles include: General Labor, Machine Operator, Maker/Packer, Assembler and Line Operator.

Following receipt of a conditional offer of employment, candidates will be required to complete additional job-related screening processes as permitted or required by applicable law.",https://www.linkedin.com/jobs/view/4080209353/,"{'companyApplyUrl': 'https://marmon.wd5.myworkdayjobs.com/Marmon_Careers/job/MEX_San-Luis-Rio-Colorado_Sonora_300-Miguel-De-La-Madrid/Operador_JR0000026241', 'easyApplyUrl': ''}","{'id': 335828, 'name': 'Volkswagen MX', 'universalName': 'volkswagenmx', 'description': '¡Bienvenidos al nuevo Volkswagen! 💙🇲🇽\nTomamos una nueva actitud frente a la transformación del mundo y así marcamos el inicio de una nueva era.\nAquí te contaremos sobre los pilares que nos inspiran día a día y compartiremos nuestros logros contigo.\nVisita: https://bit.ly/li_VWMexico\n\nwww.twitter.com/Volkswagen_MX\nhttp://www.facebook.com/VolkswagenMX', 'logo': 'https://media.licdn.com/dms/image/v2/D560BAQFDiCat0cVIRQ/company-logo_200_200/company-logo_200_200/0/1726616618016/volkswagenmx_logo?e=1743638400&v=beta&t=qdSD61leGkSH3ymC3V9CgPmg6Q6mMPLMxDkF2znN0Io', 'url': 'https://www.linkedin.com/company/volkswagenmx', 'followerCount': 506299, 'staffCount': 6939, 'staffCountRange': {'start': 10001}, 'specialities': ['automotriz'], 'industries': ['Motor Vehicle Manufacturing'], 'headquarter': {'geographicArea': 'Puebla', 'country': 'MX', 'city': 'Cuautlancingo', 'postalCode': '72700', 'line2': 'San Lorenzo Almecatla', 'line1': 'Autop. México-Puebla Km.116'}}",Torreon Metropolitan Area,3,34,1736949722000,"['Management', 'Manufacturing']","['MGMT', 'MNFC']",[1128],['Wholesale Motor Vehicles and Parts'],Entry level,1732024904000,1732024904000,not mentioned
not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned,not mentioned
